image_path,cluster_id,label
..\raw_images\img13985_C.jpg,1,Diffraction Patterns
..\raw_images\img3941_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12362_G.jpg,-1,Noise / Mixed
..\raw_images\img6949_C.jpg,2,Elemental Mapping
..\raw_images\img5505_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10223_C.jpg,-1,Noise / Mixed
..\raw_images\img8_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1624_D.jpg,0,Scientific Plots & Charts
..\raw_images\img10157_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2555_B.jpg,11,Metallographic Microstructures
..\raw_images\img6997_B.jpg,-1,Noise / Mixed
..\raw_images\img12529_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4086_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10066_C.jpg,11,Metallographic Microstructures
..\raw_images\img3349_G_3.jpg,-1,Noise / Mixed
..\raw_images\img5435_C.jpg,11,Metallographic Microstructures
..\raw_images\img13964_C.jpg,11,Metallographic Microstructures
..\raw_images\img14980_E.jpg,0,Scientific Plots & Charts
..\raw_images\img10259_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12495_F.jpg,-1,Noise / Mixed
..\raw_images\img11511_A.jpg,11,Metallographic Microstructures
..\raw_images\img6357_B.jpg,9,Element Distribution Maps
..\raw_images\img8992_D_3.jpg,0,Scientific Plots & Charts
..\raw_images\img7783_D.jpg,10,Grain Boundary Structures
..\raw_images\img11853_B.jpg,-1,Noise / Mixed
..\raw_images\img3334_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1778_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6749_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9918_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13751_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6585_E.jpg,11,Metallographic Microstructures
..\raw_images\img6014_B.jpg,11,Metallographic Microstructures
..\raw_images\img9846_J.jpg,11,Metallographic Microstructures
..\raw_images\img8106_A.jpg,11,Metallographic Microstructures
..\raw_images\img14774_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10784_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5516_G.jpg,0,Scientific Plots & Charts
..\raw_images\img14088_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8282_D.jpg,8,EBSD Maps
..\raw_images\img7256_E.jpg,0,Scientific Plots & Charts
..\raw_images\img716_E.jpg,0,Scientific Plots & Charts
..\raw_images\img12617_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img4975_F.jpg,11,Metallographic Microstructures
..\raw_images\img8330_F.jpg,10,Grain Boundary Structures
..\raw_images\img8513_A.jpg,8,EBSD Maps
..\raw_images\img8785_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7349_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5840_C.jpg,11,Metallographic Microstructures
..\raw_images\img3722_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7541_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4649_single.jpg,0,Scientific Plots & Charts
..\raw_images\img3637_A.jpg,-1,Noise / Mixed
..\raw_images\img10606_B.jpg,-1,Noise / Mixed
..\raw_images\img4528_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13629_F.jpg,6,Atomic-Scale Microscopy
..\raw_images\img13049_D.jpg,2,Elemental Mapping
..\raw_images\img13003_H.jpg,-1,Noise / Mixed
..\raw_images\img14591_D.jpg,-1,Noise / Mixed
..\raw_images\img9898_C.jpg,8,EBSD Maps
..\raw_images\img12463_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1973_D.jpg,0,Scientific Plots & Charts
..\raw_images\img162_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15875_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img13312_E.jpg,0,Scientific Plots & Charts
..\raw_images\img12498_D.jpg,11,Metallographic Microstructures
..\raw_images\img9098_B_2.jpg,7,SEM Morphology
..\raw_images\img12424_A.jpg,8,EBSD Maps
..\raw_images\img5629_D.jpg,8,EBSD Maps
..\raw_images\img444_F.jpg,0,Scientific Plots & Charts
..\raw_images\img494_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5650_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7452_F.jpg,-1,Noise / Mixed
..\raw_images\img3471_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12437_B.jpg,8,EBSD Maps
..\raw_images\img1636_A.jpg,-1,Noise / Mixed
..\raw_images\img1135_C.jpg,0,Scientific Plots & Charts
..\raw_images\img1473_C.jpg,11,Metallographic Microstructures
..\raw_images\img4072_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img8852_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6150_single.jpg,-1,Noise / Mixed
..\raw_images\img11458_C.jpg,11,Metallographic Microstructures
..\raw_images\img14761_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7045_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1462_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10101_E.jpg,0,Scientific Plots & Charts
..\raw_images\img6010_H.jpg,9,Element Distribution Maps
..\raw_images\img3470_H_2.jpg,-1,Noise / Mixed
..\raw_images\img4831_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6619_A.jpg,11,Metallographic Microstructures
..\raw_images\img3839_D_2.jpg,7,SEM Morphology
..\raw_images\img14604_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5036_B.jpg,11,Metallographic Microstructures
..\raw_images\img3706_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5913_B.jpg,9,Element Distribution Maps
..\raw_images\img1997_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15741_B.jpg,7,SEM Morphology
..\raw_images\img5481_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5736_C.jpg,-1,Noise / Mixed
..\raw_images\img13280_A.jpg,11,Metallographic Microstructures
..\raw_images\img4491_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12255_single.jpg,-1,Noise / Mixed
..\raw_images\img14383_C.jpg,11,Metallographic Microstructures
..\raw_images\img12244_G_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15219_C.jpg,11,Metallographic Microstructures
..\raw_images\img14902_F.jpg,11,Metallographic Microstructures
..\raw_images\img14923_H_3.jpg,9,Element Distribution Maps
..\raw_images\img10128_F.jpg,-1,Noise / Mixed
..\raw_images\img2254_single.jpg,0,Scientific Plots & Charts
..\raw_images\img15039_A.jpg,0,Scientific Plots & Charts
..\raw_images\img473_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6521_D.jpg,11,Metallographic Microstructures
..\raw_images\img4243_single.jpg,0,Scientific Plots & Charts
..\raw_images\img199_A.jpg,3,Macroscopic Samples
..\raw_images\img2592_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6579_B.jpg,0,Scientific Plots & Charts
..\raw_images\img443_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14882_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5584_B.jpg,0,Scientific Plots & Charts
..\raw_images\img233_C.jpg,-1,Noise / Mixed
..\raw_images\img9010_B.jpg,-1,Noise / Mixed
..\raw_images\img7641_E.jpg,8,EBSD Maps
..\raw_images\img1272_F.jpg,-1,Noise / Mixed
..\raw_images\img103_A.jpg,3,Macroscopic Samples
..\raw_images\img11939_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1302_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5243_single.jpg,0,Scientific Plots & Charts
..\raw_images\img3028_E.jpg,-1,Noise / Mixed
..\raw_images\img8905_G.jpg,0,Scientific Plots & Charts
..\raw_images\img12689_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11591_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8326_B.jpg,-1,Noise / Mixed
..\raw_images\img5623_K.jpg,0,Scientific Plots & Charts
..\raw_images\img11533_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2958_B.jpg,-1,Noise / Mixed
..\raw_images\img5057_A.jpg,7,SEM Morphology
..\raw_images\img8361_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5434_D_2.jpg,8,EBSD Maps
..\raw_images\img11927_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9426_D.jpg,2,Elemental Mapping
..\raw_images\img1901_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3344_B.jpg,4,Experimental Equipment
..\raw_images\img10982_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12767_A.jpg,8,EBSD Maps
..\raw_images\img5848_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13781_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3934_F_2.jpg,9,Element Distribution Maps
..\raw_images\img14255_C.jpg,3,Macroscopic Samples
..\raw_images\img2864_D.jpg,11,Metallographic Microstructures
..\raw_images\img5783_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5682_E.jpg,0,Scientific Plots & Charts
..\raw_images\img15743_C_2.jpg,7,SEM Morphology
..\raw_images\img10662_F.jpg,9,Element Distribution Maps
..\raw_images\img9510_C.jpg,-1,Noise / Mixed
..\raw_images\img7218_C.jpg,7,SEM Morphology
..\raw_images\img14194_G_2.jpg,0,Scientific Plots & Charts
..\raw_images\img4109_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13398_D.jpg,2,Elemental Mapping
..\raw_images\img11611_B.jpg,2,Elemental Mapping
..\raw_images\img4234_E.jpg,0,Scientific Plots & Charts
..\raw_images\img6617_E.jpg,-1,Noise / Mixed
..\raw_images\img13233_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img14527_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1795_A.jpg,-1,Noise / Mixed
..\raw_images\img4097_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13202_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13591_single.jpg,0,Scientific Plots & Charts
..\raw_images\img383_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img10116_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img7088_E_2.jpg,9,Element Distribution Maps
..\raw_images\img10661_F.jpg,9,Element Distribution Maps
..\raw_images\img8881_C.jpg,0,Scientific Plots & Charts
..\raw_images\img10795_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12907_A.jpg,11,Metallographic Microstructures
..\raw_images\img5914_A.jpg,-1,Noise / Mixed
..\raw_images\img6203_B.jpg,-1,Noise / Mixed
..\raw_images\img14481_B.jpg,11,Metallographic Microstructures
..\raw_images\img11526_C.jpg,0,Scientific Plots & Charts
..\raw_images\img9887_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8379_E.jpg,9,Element Distribution Maps
..\raw_images\img877_A.jpg,11,Metallographic Microstructures
..\raw_images\img7544_E.jpg,8,EBSD Maps
..\raw_images\img7613_single.jpg,-1,Noise / Mixed
..\raw_images\img1308_E.jpg,11,Metallographic Microstructures
..\raw_images\img2184_D.jpg,10,Grain Boundary Structures
..\raw_images\img5841_B.jpg,11,Metallographic Microstructures
..\raw_images\img5013_single.jpg,0,Scientific Plots & Charts
..\raw_images\img6344_I.jpg,0,Scientific Plots & Charts
..\raw_images\img5706_E.jpg,0,Scientific Plots & Charts
..\raw_images\img9783_C.jpg,11,Metallographic Microstructures
..\raw_images\img7588_D.jpg,11,Metallographic Microstructures
..\raw_images\img4266_B.jpg,11,Metallographic Microstructures
..\raw_images\img13680_B_2.jpg,-1,Noise / Mixed
..\raw_images\img1949_D.jpg,0,Scientific Plots & Charts
..\raw_images\img13998_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12831_E.jpg,0,Scientific Plots & Charts
..\raw_images\img15946_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1990_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img6555_A.jpg,11,Metallographic Microstructures
..\raw_images\img7419_D.jpg,11,Metallographic Microstructures
..\raw_images\img9295_A_2.jpg,8,EBSD Maps
..\raw_images\img14103_G.jpg,0,Scientific Plots & Charts
..\raw_images\img9286_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12601_B.jpg,11,Metallographic Microstructures
..\raw_images\img1242_A.jpg,-1,Noise / Mixed
..\raw_images\img11062_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8274_C.jpg,6,Atomic-Scale Microscopy
..\raw_images\img15130_G_2.jpg,0,Scientific Plots & Charts
..\raw_images\img1677_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3682_C.jpg,0,Scientific Plots & Charts
..\raw_images\img2733_D.jpg,0,Scientific Plots & Charts
..\raw_images\img9428_E.jpg,11,Metallographic Microstructures
..\raw_images\img8080_B.jpg,4,Experimental Equipment
..\raw_images\img317_C.jpg,0,Scientific Plots & Charts
..\raw_images\img3905_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15660_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5520_C.jpg,11,Metallographic Microstructures
..\raw_images\img13961_H.jpg,11,Metallographic Microstructures
..\raw_images\img14910_F.jpg,-1,Noise / Mixed
..\raw_images\img9656_H_2.jpg,8,EBSD Maps
..\raw_images\img6267_J_2.jpg,7,SEM Morphology
..\raw_images\img12006_C.jpg,8,EBSD Maps
..\raw_images\img9316_I.jpg,-1,Noise / Mixed
..\raw_images\img9948_D.jpg,0,Scientific Plots & Charts
..\raw_images\img11248_D.jpg,0,Scientific Plots & Charts
..\raw_images\img9424_E.jpg,11,Metallographic Microstructures
..\raw_images\img12597_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5254_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12043_B.jpg,11,Metallographic Microstructures
..\raw_images\img1241_A.jpg,-1,Noise / Mixed
..\raw_images\img3350_C.jpg,0,Scientific Plots & Charts
..\raw_images\img724_G.jpg,0,Scientific Plots & Charts
..\raw_images\img14309_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7126_F.jpg,0,Scientific Plots & Charts
..\raw_images\img9949_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1131_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15652_F.jpg,-1,Noise / Mixed
..\raw_images\img3345_B.jpg,4,Experimental Equipment
..\raw_images\img5419_E.jpg,7,SEM Morphology
..\raw_images\img11596_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img10254_B.jpg,5,Fracture Cross-Sections
..\raw_images\img7227_A.jpg,11,Metallographic Microstructures
..\raw_images\img6503_G.jpg,0,Scientific Plots & Charts
..\raw_images\img8427_I.jpg,0,Scientific Plots & Charts
..\raw_images\img6368_B.jpg,-1,Noise / Mixed
..\raw_images\img13512_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1997_D.jpg,0,Scientific Plots & Charts
..\raw_images\img928_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1346_single.jpg,-1,Noise / Mixed
..\raw_images\img14335_E.jpg,7,SEM Morphology
..\raw_images\img13211_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10691_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img14008_C.jpg,0,Scientific Plots & Charts
..\raw_images\img547_B.jpg,11,Metallographic Microstructures
..\raw_images\img2939_D.jpg,10,Grain Boundary Structures
..\raw_images\img14153_single.jpg,0,Scientific Plots & Charts
..\raw_images\img11377_G.jpg,7,SEM Morphology
..\raw_images\img14203_D.jpg,9,Element Distribution Maps
..\raw_images\img7859_C.jpg,7,SEM Morphology
..\raw_images\img15592_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1210_D.jpg,0,Scientific Plots & Charts
..\raw_images\img11928_E.jpg,-1,Noise / Mixed
..\raw_images\img6340_C.jpg,11,Metallographic Microstructures
..\raw_images\img13406_H.jpg,-1,Noise / Mixed
..\raw_images\img7565_B.jpg,8,EBSD Maps
..\raw_images\img10960_A.jpg,11,Metallographic Microstructures
..\raw_images\img5192_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5558_single.jpg,0,Scientific Plots & Charts
..\raw_images\img3092_C.jpg,-1,Noise / Mixed
..\raw_images\img3637_G.jpg,1,Diffraction Patterns
..\raw_images\img4023_K.jpg,7,SEM Morphology
..\raw_images\img14529_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13413_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4317_B.jpg,2,Elemental Mapping
..\raw_images\img11869_B.jpg,11,Metallographic Microstructures
..\raw_images\img10443_C.jpg,-1,Noise / Mixed
..\raw_images\img14554_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12185_single.jpg,3,Macroscopic Samples
..\raw_images\img1227_D.jpg,0,Scientific Plots & Charts
..\raw_images\img499_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img3987_F.jpg,11,Metallographic Microstructures
..\raw_images\img9277_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7290_C.jpg,2,Elemental Mapping
..\raw_images\img3286_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13350_A.jpg,-1,Noise / Mixed
..\raw_images\img1040_B_2.jpg,-1,Noise / Mixed
..\raw_images\img1897_A.jpg,0,Scientific Plots & Charts
..\raw_images\img7287_D.jpg,0,Scientific Plots & Charts
..\raw_images\img3040_common_2.jpg,0,Scientific Plots & Charts
..\raw_images\img14391_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8909_A.jpg,5,Fracture Cross-Sections
..\raw_images\img6085_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3000_D.jpg,0,Scientific Plots & Charts
..\raw_images\img14377_B_2.jpg,-1,Noise / Mixed
..\raw_images\img12150_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11347_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11368_common_2.jpg,0,Scientific Plots & Charts
..\raw_images\img10498_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7325_G.jpg,11,Metallographic Microstructures
..\raw_images\img9053_A.jpg,8,EBSD Maps
..\raw_images\img3764_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14116_A.jpg,11,Metallographic Microstructures
..\raw_images\img9053_D.jpg,-1,Noise / Mixed
..\raw_images\img5934_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img500_A.jpg,0,Scientific Plots & Charts
..\raw_images\img104_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14332_C.jpg,0,Scientific Plots & Charts
..\raw_images\img8480_single.jpg,0,Scientific Plots & Charts
..\raw_images\img374_E.jpg,0,Scientific Plots & Charts
..\raw_images\img9340_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12603_A.jpg,-1,Noise / Mixed
..\raw_images\img10128_E.jpg,8,EBSD Maps
..\raw_images\img464_D.jpg,0,Scientific Plots & Charts
..\raw_images\img1137_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7836_A.jpg,-1,Noise / Mixed
..\raw_images\img8721_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5745_C.jpg,11,Metallographic Microstructures
..\raw_images\img9154_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3264_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12783_C.jpg,11,Metallographic Microstructures
..\raw_images\img4177_H.jpg,-1,Noise / Mixed
..\raw_images\img13398_D_2.jpg,2,Elemental Mapping
..\raw_images\img13486_D.jpg,0,Scientific Plots & Charts
..\raw_images\img9734_D.jpg,0,Scientific Plots & Charts
..\raw_images\img505_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15348_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12344_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1745_C_2.jpg,11,Metallographic Microstructures
..\raw_images\img9499_C.jpg,0,Scientific Plots & Charts
..\raw_images\img4280_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9416_I.jpg,11,Metallographic Microstructures
..\raw_images\img13361_A.jpg,11,Metallographic Microstructures
..\raw_images\img856_B.jpg,-1,Noise / Mixed
..\raw_images\img7327_C.jpg,11,Metallographic Microstructures
..\raw_images\img9198_E_2.jpg,1,Diffraction Patterns
..\raw_images\img6769_E.jpg,11,Metallographic Microstructures
..\raw_images\img12020_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8152_A.jpg,0,Scientific Plots & Charts
..\raw_images\img2270_A.jpg,-1,Noise / Mixed
..\raw_images\img13183_E.jpg,-1,Noise / Mixed
..\raw_images\img502_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12331_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6819_C.jpg,10,Grain Boundary Structures
..\raw_images\img1796_D.jpg,-1,Noise / Mixed
..\raw_images\img5620_G.jpg,-1,Noise / Mixed
..\raw_images\img12966_A.jpg,0,Scientific Plots & Charts
..\raw_images\img660_C.jpg,-1,Noise / Mixed
..\raw_images\img14800_D.jpg,0,Scientific Plots & Charts
..\raw_images\img13767_A.jpg,11,Metallographic Microstructures
..\raw_images\img15020_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13581_E.jpg,8,EBSD Maps
..\raw_images\img12769_B.jpg,-1,Noise / Mixed
..\raw_images\img10657_H.jpg,9,Element Distribution Maps
..\raw_images\img5121_B.jpg,11,Metallographic Microstructures
..\raw_images\img13325_A.jpg,0,Scientific Plots & Charts
..\raw_images\img428_D.jpg,0,Scientific Plots & Charts
..\raw_images\img13095_A.jpg,-1,Noise / Mixed
..\raw_images\img6711_B.jpg,11,Metallographic Microstructures
..\raw_images\img6255_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img9982_B_2.jpg,9,Element Distribution Maps
..\raw_images\img11790_C.jpg,0,Scientific Plots & Charts
..\raw_images\img3324_B.jpg,0,Scientific Plots & Charts
..\raw_images\img661_A.jpg,11,Metallographic Microstructures
..\raw_images\img10513_D_2.jpg,-1,Noise / Mixed
..\raw_images\img12580_F_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15648_A.jpg,-1,Noise / Mixed
..\raw_images\img14637_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13228_C.jpg,0,Scientific Plots & Charts
..\raw_images\img3270_D.jpg,0,Scientific Plots & Charts
..\raw_images\img15831_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5865_B_2.jpg,11,Metallographic Microstructures
..\raw_images\img10055_single.jpg,11,Metallographic Microstructures
..\raw_images\img810_B_2.jpg,-1,Noise / Mixed
..\raw_images\img5369_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6924_B.jpg,-1,Noise / Mixed
..\raw_images\img5362_A.jpg,11,Metallographic Microstructures
..\raw_images\img11020_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14652_A.jpg,11,Metallographic Microstructures
..\raw_images\img9972_A.jpg,-1,Noise / Mixed
..\raw_images\img5379_D.jpg,11,Metallographic Microstructures
..\raw_images\img7030_E.jpg,0,Scientific Plots & Charts
..\raw_images\img8502_H_2.jpg,-1,Noise / Mixed
..\raw_images\img7366_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img825_A.jpg,11,Metallographic Microstructures
..\raw_images\img15875_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3312_A.jpg,11,Metallographic Microstructures
..\raw_images\img3000_A.jpg,0,Scientific Plots & Charts
..\raw_images\img9106_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12631_E.jpg,-1,Noise / Mixed
..\raw_images\img12971_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14711_B.jpg,3,Macroscopic Samples
..\raw_images\img15570_A.jpg,1,Diffraction Patterns
..\raw_images\img84_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10549_E.jpg,-1,Noise / Mixed
..\raw_images\img9847_A.jpg,8,EBSD Maps
..\raw_images\img437_D.jpg,0,Scientific Plots & Charts
..\raw_images\img2461_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1158_D.jpg,0,Scientific Plots & Charts
..\raw_images\img10963_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7011_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15083_E.jpg,0,Scientific Plots & Charts
..\raw_images\img5142_B.jpg,9,Element Distribution Maps
..\raw_images\img8701_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15958_B.jpg,11,Metallographic Microstructures
..\raw_images\img14203_A.jpg,11,Metallographic Microstructures
..\raw_images\img11374_C.jpg,11,Metallographic Microstructures
..\raw_images\img8800_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6008_E.jpg,11,Metallographic Microstructures
..\raw_images\img44_common.jpg,0,Scientific Plots & Charts
..\raw_images\img13197_A.jpg,8,EBSD Maps
..\raw_images\img11712_D.jpg,0,Scientific Plots & Charts
..\raw_images\img1932_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12604_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6440_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8368_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7689_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7582_D.jpg,11,Metallographic Microstructures
..\raw_images\img6134_A.jpg,11,Metallographic Microstructures
..\raw_images\img15399_single_2.jpg,0,Scientific Plots & Charts
..\raw_images\img13264_E_2.jpg,-1,Noise / Mixed
..\raw_images\img14811_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4751_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img10269_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8180_B.jpg,7,SEM Morphology
..\raw_images\img3150_A.jpg,0,Scientific Plots & Charts
..\raw_images\img2648_C.jpg,8,EBSD Maps
..\raw_images\img10593_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8421_C.jpg,0,Scientific Plots & Charts
..\raw_images\img11330_B.jpg,8,EBSD Maps
..\raw_images\img9712_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1330_C.jpg,0,Scientific Plots & Charts
..\raw_images\img10062_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12428_C.jpg,11,Metallographic Microstructures
..\raw_images\img14543_F_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15521_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8699_A.jpg,-1,Noise / Mixed
..\raw_images\img1629_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img7882_D.jpg,7,SEM Morphology
..\raw_images\img10846_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7236_C.jpg,8,EBSD Maps
..\raw_images\img4721_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img3200_D.jpg,0,Scientific Plots & Charts
..\raw_images\img11844_A.jpg,11,Metallographic Microstructures
..\raw_images\img12931_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11967_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6837_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12736_C.jpg,0,Scientific Plots & Charts
..\raw_images\img623_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8554_D_3.jpg,-1,Noise / Mixed
..\raw_images\img853_C.jpg,-1,Noise / Mixed
..\raw_images\img8435_A.jpg,11,Metallographic Microstructures
..\raw_images\img9964_C.jpg,11,Metallographic Microstructures
..\raw_images\img10489_F_2.jpg,9,Element Distribution Maps
..\raw_images\img2316_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9937_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5701_C_2.jpg,0,Scientific Plots & Charts
..\raw_images\img7066_A.jpg,0,Scientific Plots & Charts
..\raw_images\img7073_E.jpg,-1,Noise / Mixed
..\raw_images\img3368_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6434_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6844_A.jpg,2,Elemental Mapping
..\raw_images\img13985_F.jpg,1,Diffraction Patterns
..\raw_images\img5742_G.jpg,0,Scientific Plots & Charts
..\raw_images\img11536_C.jpg,0,Scientific Plots & Charts
