image_id,panel_suffix,visualization_category,visualization_subtype,image_path,caption,summary
img5079,B,Magnetic/Electronic,Band Structure,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img5079_B.jpg,"Spin-wave dispersion spectrum for the squeezed permalloy dot structure with a squeeze ratio of s = 0.6, illustrating the ten lowest-frequency modes along high-symmetry paths in the first Brillouin zone.","This panel presents the spin-wave dispersion spectrum for the squeezed permalloy dot structure at a squeeze ratio of 0.6. It maps the ten lowest-frequency modes along high-symmetry paths in the first Brillouin zone, demonstrating how structural deformation influences the spin-wave characteristics compared to the base structure shown in panel a."
ceramics_prod_img20337,A,Crystal Structure,Unit Cell,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img20337_A.jpg,"Geometric profile of the 3D S-shaped monostructure unit cell for a strut thickness of 1 mm, highlighting the two perpendicular 0° and 90° planes.","The S-shaped unit cell comprises two curved struts in perpendicular planes, each featuring two arches connected by a middle beam at a 10° angle. With a characteristic diameter of 16 mm and an eccentricity of 1.8 mm, this design ensures controlled movement and densification before contact occurs during mechanical loading."
img1715,B,Photograph,Sample Photo,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img1715_B.jpg,"Macroscopic view of the NiTi tube after 32 million cycles of fatigue testing, shown with the 1.2210 steel bushings removed to reveal the wear surface.","The NiTi tube is shown following 32 million cycles of fatigue testing against 1.2210 steel bushings. This preliminary test demonstrates that the tube did not fail catastrophically, maintaining its functional integrity despite the prolonged cyclic loading, as evidenced by the post-test condition of the tube surface after bushing removal."
ceramics_prod_img21725,B,Spectroscopy,Mass Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img21725_B.jpg,"HPLC chromatograms of PM methanol extract and PL ethanol extract recorded at wavelengths of 205 nm and 330 nm, showing the separation of identified standards and additional unidentified compounds.","Panel B presents the HPLC chromatograms for PM methanol and PL ethanol extracts at 205 and 330 nm. The analysis confirms the presence and quantification of AUC, CAT, VER, and PMJ. Additionally, the chromatograms reveal several other unidentified compounds, indicating a complex chemical profile within the analyzed plant extracts."
composite_img40865,A,Photograph,Equipment Photo,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img40865_A.jpg,"In-situ interlayer hot forging system integrated with a directed energy deposition 3D printer, featuring pneumatic actuators labeled ① and ②.","This panel displays the in-house developed directed energy deposition 3D printer prototype, which incorporates an in-situ interlayer hot forging system. The setup utilizes a gas metal arc welding power source integrated with a 3-axis CNC machine, with pneumatic actuators clearly identified as the primary components for the forging mechanism."
ni_alloy_img18006,B,Phase/Equilibrium Diagram,CCT Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img18006_B.jpg,Continuous cooling transformation diagram illustrating the cooling curve for the retreating side of a friction stir weld processed at 450 rpm and 10 kN.,"Representing the retreating side of the friction stir weld at 450 rpm and 10 kN, this CCT diagram highlights the specific cooling path. By mapping the cooling curve onto the phase transformation fields, it provides insight into the microstructural evolution and potential martensitic transformation occurring at this specific weld location."
composite_img25894,B,Mechanical Test,Load-Displacement Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img25894_B.jpg,Load-displacement behavior under quasi-static compression for the bionic hierarchical cellular structure designed with a circular hole diameter of 0.6 mm.,"Presented here is the quasi-static compression load-displacement curve for the bionic hierarchical cellular structure characterized by a circular hole diameter of 0.6 mm. This plot captures the mechanical deformation characteristics of the specimen, allowing for comparison with other hole diameters to assess structural integrity and load-bearing capacity."
ni_alloy_img3859,A,Microscopy,SEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img3859_A.jpg,Scanning electron microscopy image of MoO3-x nanorods showing a distinctly defined rod-like morphology.,"The scanning electron microscopy image reveals that the as-synthesized MoO3-x exhibits a distinctly defined rod-like nanostructure. These microrods possess a width ranging from 300 to 700 nm and a length extending into tens of micrometers, confirming the successful synthesis of the rod-like nanostructure."
ni_alloy_img22025,B,Diffraction,Inverse Pole Figure,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img22025_B.jpg,"EBSD inverse pole figure map with overlaid grain boundaries, illustrating the crystallographic orientation distribution at the recrystallization front.","This EBSD inverse pole figure map displays the crystallographic orientation at the recrystallization front for a draw rate of 3. Overlaid grain boundaries highlight the complex interface where recrystallization and grain growth occur, demonstrating that the process does not follow a localized isotherm across the sample during directional recrystallization."
ni_alloy_img4311,A,Simulation,Monte Carlo Result,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img4311_A.jpg,"Weighted acceptance rates for individual species plotted against MC steps on a logarithmic scale, illustrating the transition from an initial cluster-formation epoch to a steady-state regime where atomic mobility decreases due to M-B or M-C cluster formation in the +TiC system.","This panel displays the activity levels of various species throughout the hMCMD simulation for the +TiC system. The log-scale plot reveals a distinct transition from an initial cluster-formation phase to a steady-state epoch, where the formation of M-B or M-C clusters significantly hinders atomic swaps and reduces overall mobility."
ceramics_prod_img57517,B,Magnetic/Electronic,I-V Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img57517_B.jpg,"Electrical resistance measurements for printed specimens 1 through 4 show consistent values between 2.5 and 3 Ω, whereas specimens 5 and 6 exhibit insulative behavior at approximately 1 × 10^8 Ω, confirming nozzle failure.","Electrical resistance measurements for printed specimens 1 through 4 show consistent values between 2.5 and 3 Ω, whereas specimens 5 and 6 exhibit insulative behavior at approximately 1 × 10^8 Ω, confirming nozzle failure. These measurements further confirmed the inconsistency in AgNP jetting observed during the printing process for these specific samples."
ceramics_prod_img74758,C,Spectroscopy,Photoluminescence Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img74758_C.jpg,"Optical emission spectra comparing Ar and Kr saturated solutions with and without 1500 rpm stirring, identifying key emission features including a tentative C2 peak.","This spectral plot compares the emission characteristics of Ar and Kr saturated solutions under varying stirring conditions. The data shows that luminol addition results in the total absorption of the UV component previously observed in EG/NaCl solutions. Notable emission features are identified, including a tentative assignment for the C2 species."
img7494,single,Schematic/Diagram,Flowchart,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img7494_single.jpg,Procedural flowchart illustrating the algorithmic steps implemented in ImageJ for the automated segmentation of densification flaws.,"This flowchart outlines the specific algorithmic workflow developed by the authors to segment densification flaws within material samples using ImageJ software. The diagram provides a systematic representation of the image processing steps required to identify and isolate these structural defects, facilitating consistent and reproducible analysis of material densification characteristics."
img3911,D,Microscopy,DF-TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img3911_D.jpg,"Dark-field TEM image of the LS2 CoCrFeNi disk edge, illustrating grain distribution after 10 turns of high-pressure torsion.","This dark-field TEM image illustrates the grain distribution at the edge of the LS2 CoCrFeNi disk following 10 turns of high-pressure torsion. By focusing on specific diffraction conditions, the image provides a detailed look at the refined crystalline structure resulting from the severe plastic deformation process."
composite_img21453,A,Machine Learning,Learning Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img21453_A.jpg,"Average distance between individuals during the GA optimization process for sample 01, alongside the corresponding stiffness test comparing the printed sample, DNN output, and desired stiffness curve.","Sample 01 optimization progress is tracked via the average distance between individuals during the GA process. The mechanical validation confirms the inverse design approach by comparing the printed sample's stiffness curve against the DNN-predicted output and the target design, ensuring the physical configuration adheres to the desired mechanical characteristics."
ceramics_prod_img27195,B,Machine Learning,t-SNE/UMAP/PCA Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img27195_B.jpg,"Distribution of the four thermal treatment conditions in a three-dimensional principal component (PC) space, showing distinct clustering of samples with similar thermal histories.","Principal component analysis is utilized to represent the distinct thermal profiles in a consistent low-dimensional space. By using three PC scores, the different heat treatment conditions are mapped, demonstrating that samples with similar thermal histories cluster together, which validates the effectiveness of PCA for characterizing complex multi-step thermal processing data."
ceramics_prod_img34162,A,Schematic/Diagram,Mechanism Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img34162_A.jpg,Geometric representation of a re-entrant unit cell structure.,"This panel illustrates the geometric configuration of a re-entrant unit cell. As part of the broader analysis of conventional and modified unit cells, this schematic defines the structural parameters essential for understanding the mechanical behavior of the re-entrant lattice design within the context of the study's geometric entities."
ceramics_prod_img43889,I,Microscopy,Confocal Microscopy,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img43889_I.jpg,"High-magnification LSCM image of SLM pure tungsten deposit B23, showing a low density of pores.","High-magnification imaging of sample B23 indicates a low density of pores, consistent with the relative density results. The image provides a clear view of the grain boundaries and crack paths, supporting the analysis of how processing energy density influences the defect structure and mechanical properties of pure tungsten deposits."
ni_alloy_img657,A,Microscopy,HAADF-STEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img657_A.jpg,"HAADF-STEM micrograph of AM IN718 after SHT-1, revealing a cell-like substructure defined by lenticular precipitates and δ phase precipitates located along intercellular boundaries.",This HAADF-STEM micrograph displays the microstructure of AM IN718 following SHT-1 processing. The image highlights a distinct cell-like substructure characterized by lenticular precipitates and δ phase precipitates situated along the intercellular boundaries. These features indicate the formation of specific precipitate scales that mark the cell boundaries within the material.
ni_alloy_img1892,B,Microscopy,TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img1892_B.jpg,Transmission electron microscopy image of as-synthesized Pt2Zn nanocrystals.,"Transmission electron microscopy imaging displays the morphology of the as-synthesized Pt2Zn nanocrystals. This characterization study provides visual evidence of the catalyst structure, serving as a primary structural assessment alongside the PtCu nanocrystals to confirm successful synthesis and particle distribution for subsequent electrochemical or catalytic performance evaluations."
ceramics_prod_img9722,B,Spectroscopy,UV-Vis Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img9722_B.jpg,Spectrophotometric absorbance measurements at 405 nm comparing products generated from the MMV ELISA test using p-NPP and p-APP substrates.,"Spectrophotometric analysis at 405 nm quantifies the products of the MMV ELISA test. The enzymatic reaction product, p-NP, exhibits a characteristic yellow color, allowing for concentration measurement. Tests performed in 96-well plates with 1 M DEA buffer at pH 9.8 demonstrate the efficacy of using p-NPP and p-APP as substrates."
ceramics_prod_img38164,B,Mechanical Test,Nanoindentation Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img38164_B.jpg,Load-depth curves derived from the points of maximum nanohardness identified at the interfaces of each sample.,"Load-depth curves are presented for the points of maximum nanohardness identified at the interfaces across the samples. These curves characterize the indentation response, providing insight into the mechanical resistance and deformation behavior of the material at the specific locations where the highest hardness values were recorded."
ceramics_prod_img53477,B,Thermal Analysis,DMA Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img53477_B.jpg,"Loss factor (tan delta) curves showing damping performance, where TPU5 exhibits the highest peak value of 1.13 and TPU3 achieves a peak of 0.724 with an effective range from -0.02°C to 49.58°C.","Loss factor curves reveal the damping characteristics of the TPU filaments. TPU5 demonstrates the highest damping peak at 1.13 and the widest temperature range. Additionally, TPU3 shows a damping peak of 0.724, maintaining effective damping performance between -0.02°C and 49.58°C, highlighting the material's suitability for ambient temperature applications."
ni_alloy_img16510,A,Optical/Photonic,Reflectance Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img16510_A.jpg,Normalized reflectivity images of the superalloy surface captured at delay times ranging from 1 ps to 100 ps following laser irradiation.,"This panel displays normalized reflectivity images of the superalloy surface across a temporal range of 1 ps to 100 ps post-irradiation. These images illustrate the transient reflectivity behavior, showing that the reflectivity increases and subsequently declines over the observed time interval following the single-pulse laser excitation."
ceramics_prod_img9618,single,Microscopy,Confocal Microscopy,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img9618_single.jpg,"Confocal immunofluorescent imaging of VE-cadherin expression at cell-cell junctions in HUVEC cells cultured on control, solvent-cast, and electrospun nanocellulose composite membranes at days 3 and 21.","Confocal microscopy reveals the expression of VE-cadherin, a critical junctional protein, in HUVEC cells across different substrates. Imaging performed at days 3 and 21 demonstrates the maintenance of endothelial monolayer integrity. These results highlight the spatial distribution of adherent junction molecules when cells interact with various nanocellulose-based composite membrane environments."
ceramics_prod_img61725,B,Microscopy,Confocal Microscopy,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img61725_B.jpg,"Immunofluorescence staining images of EMCN and CD31, highlighting type H vessels as yellowish areas, with quantitative analysis of vessel density relative to the scaffold (S).","Immunofluorescence staining was utilized to visualize type H vessels, identified by the dual expression of EMCN and CD31, which appear as yellowish regions. Quantitative analysis of these vessels provides insight into the vascularization process within the scaffold, with statistical significance indicated by p-values compared to the TI and AHT groups."
ni_alloy_img4910,single,Spectroscopy,Mass Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img4910_single.jpg,"TDS-GU spectra of hydrogen calibration standards, plotting hydrogen partial pressure as a function of temperature.","This plot displays typical TDS-GU spectra obtained from the analysis of hydrogen calibration standards. The data represents the measured hydrogen partial pressure against temperature, providing a baseline for quantifying hydrogen content. These spectra are essential for establishing the calibration curves used to determine hydrogen concentrations in subsequent experimental samples."
ni_alloy_img22352,B,Compositional Map,WDS Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img22352_B.jpg,"Electron probe microanalysis (EPMA) map of the impending cracking zone, showing the chemical state of the material prior to fracture.","This EPMA map displays the impending cracking zone, serving as a comparison to the cracked regions. The analysis focuses on the chemical composition near the crack tip, where W/Ta enrichment leads to the formation of deleterious phases. These observations help characterize the material state preceding crack propagation and failure."
img9200,E,Diffraction,SAED,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img9200_E.jpg,"SAED pattern of the second phase, indexed to the [021] zone axis of bct X5SiB2.","The SAED pattern obtained from the second phase is indexed to the [021] zone axis of the bct X5SiB2 phase (D81, I4/mcm). This diffraction data confirms the presence of this specific borosilicide phase within the outer layer, contributing to the understanding of the coating's complex phase evolution during high-temperature exposure."
composite_img45231,E,Generic Plot,Arrhenius Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img45231_E.jpg,Arrhenius plot of integrated PL intensity for SQD and TQD layers in the BL-InAs/GaAs-C sample as a function of inverse temperature.,"This Arrhenius plot shows the temperature dependence of integrated PL intensity for SQD and TQD layers in the BL-InAs/GaAs-C sample. Experimental data points, represented by circles and squares, are fitted with solid lines using a thermal activation model to determine key parameters, illustrating the quenching behavior of the photoluminescence over 77–300 K."
ni_alloy_img24707,B,Generic Plot,Contour Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img24707_B.jpg,Contour representation of XRD data showing structural evolution.,"The contour plot illustrates the dynamic transitions observed in XRD patterns. It provides a clear visualization of the structural changes occurring within the La2.5Y0.5MgNi14 alloy throughout the hydrogenation and dehydrogenation processes, highlighting the internal structural shifts as the material transitions between different states of hydrogen content."
ceramics_prod_img29312,single,Schematic/Diagram,Mechanism Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img29312_single.jpg,"Architecture of the SINUMERIK 840D control system, illustrating the integration of two OP TCUs with HMI and MCP units, a PCU with HMI and MCP, and the connected actuators and motors.","This diagram displays the SINUMERIK 840D architecture, highlighting its core components. The system configuration includes two OP TCUs and one PCU, each equipped with HMI and MCP interfaces. These control units are linked to various actuators and motors, demonstrating the interconnected nature of the industrial control system's hardware components."
composite_img14276,A,Schematic/Diagram,Flowchart,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img14276_A.jpg,Conceptual framework illustrating the architecture of the DRL model.,"This panel presents the fundamental framework of the DRL model. It serves as a visual representation of the system architecture, providing a clear overview of the DRL methodology as described in the research. The schematic outlines the structural components and logical flow inherent to the DRL approach."
ceramics_prod_img24745,B,Compositional Map,WDS Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img24745_B.jpg,Molybdenum elemental distribution map of the II-100 (98%) sample surface.,"The molybdenum distribution map for the II-100 (98%) sample illustrates the spatial arrangement of molybdenum atoms across the polished surface. This WDS mapping technique confirms the presence and homogeneity of molybdenum, which is a critical component in identifying the single-phase state of the material."
ceramics_prod_img23297,A,Simulation,MD Trajectory,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img23297_A.jpg,Electron beam trajectory at 10 kV acceleration voltage with 1 A beam current and 0.9/0.3 A coil currents.,"This panel illustrates the electron beam trajectory simulated at an acceleration voltage of 10 kV. Maintaining constant beam and coil currents, the visualization demonstrates how the focusing point shifts in response to the acceleration voltage, providing insight into the beam dynamics under these specific experimental parameters."
ceramics_prod_img9653,D,Microscopy,Fluorescence Microscopy,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img9653_D.jpg,Representative fluorescence images of F-actin morphology in hBMSCs cultured on 3D-printed hydrogels after 3 days.,"Fluorescence microscopy images of F-actin stained hBMSCs provide a detailed view of cellular morphology after 3 days of culture. These images allow for the observation of actin cytoskeleton organization, which is critical for assessing how the 3D-printed hydrogel scaffolds influence cell shape and structural alignment."
composite_img34378,single,Phase/Equilibrium Diagram,CALPHAD Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img34378_single.jpg,"Calculated isopleth section of the Fe-V-Al ternary system at a fixed aluminum concentration of 15 at%, derived from the Wang et al. database.","This CALPHAD-calculated isopleth section for the Fe-V-Al system, with aluminum fixed at 15 at%, illustrates the phase stability regions. The diagram is utilized to analyze solidification behavior, specifically identifying the formation of brittle intermetallic compounds that contribute to hot-cracking during the solidification process from the liquid phase."
composite_img36092,B,Generic Plot,Ashby Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img36092_B.jpg,Energy absorption versus stress performance map for CG structures.,"This plot illustrates the energy absorption (EA) and stress performance for CG structures. By comparing these metrics at the RPL, the visualization identifies critical design regions, specifically distinguishing between the crash absorption zone for high EA requirements and the force-limiting protection zone where minimizing peak load is essential."
ceramics_prod_img49665,F,Diffraction,Pole Figure,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img49665_F.jpg,Pole figure representation of the prior austenite grain orientations corresponding to the heat-treated microstructure shown in panel (c).,"Representing the crystallographic texture of the heat-treated DED PH15-5 SS, this pole figure is derived from the grain orientation data in panel c. It illustrates the change in grain orientation distribution resulting from the recrystallization process, which produced the refined equiaxed grain structure observed after heat treatment."
img4037,A,Diffraction,Synchrotron Diffraction,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img4037_A.jpg,"Synchrotron X-ray diffraction (SXRD) pattern of the material in its initial, as-received condition.","The initial state of the material is characterized by the synchrotron X-ray diffraction pattern shown in panel a. This SXRD analysis provides essential structural information regarding the material's phase composition and crystallinity before any further processing or testing, serving as a baseline for the subsequent microstructural investigation of the initial condition."
ceramics_prod_img1817,C,Spectroscopy,EDX Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img1817_C.jpg,Energy-dispersive X-ray spectroscopy results obtained at point 1 in the overlap region.,"Energy-dispersive X-ray spectroscopy results at point 1 provide localized compositional data for the overlap region. These findings support the broader observation that the wire deposition process maintains consistent elemental composition across the overlap zone, ensuring that the microstructure differences are not driven by chemical variations."
ni_alloy_img29344,A,Tomography/3D,3D Reconstruction,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img29344_A.jpg,"3D point cloud representation of the cut surface for the vertically quenched plate, measured via CMM using a point-by-point hen-pick method.","This 3D point cloud illustrates the surface profile of a vertically quenched plate measured by CMM. The dataset, acquired through a point-by-point hen-pick method, shows a clean surface profile with minimal outliers at the edges, providing a precise representation of the cut surface geometry for subsequent residual stress distribution analysis."
ceramics_prod_img46859,D,Microscopy,HAADF-STEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img46859_D.jpg,"Detailed high-angle annular dark-field imaging of the modified Hastelloy X alloy, revealing specific microstructural features.","Providing a closer look at the modified Hastelloy X alloy, this HAADF image highlights specific microstructural features. The application of high-angle annular dark-field imaging confirms the structural characteristics of the modified alloy, aligning with the study's overall findings regarding the microstructural analysis of the as-fabricated and modified alloy samples."
ni_alloy_img25255,single,Thermal Analysis,DSC Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img25255_single.jpg,"Differential scanning calorimetry (DSC) traces comparing the thermal behavior of FEG, DS rods, and PF samples.","Differential scanning calorimetry traces for FEG, DS rods, and PF samples are presented to evaluate their thermal characteristics. Analysis using a NETZSCH DSC 404 instrument reveals that the characteristic temperatures across these distinct materials are remarkably similar, indicating consistent thermal behavior despite the different sample forms and processing histories."
composite_img29508,B,Microscopy,Fluorescence Microscopy,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img29508_B.jpg,"Fluorescence micrograph of F-actin stained MC3T3-E1 cells cultured on a TC4 substrate, displaying typical multipolar extensions and organized actin filaments.","Fluorescence imaging of cells on the TC4 substrate confirms normal cytoskeletal organization. The cells exhibit characteristic osteoblastic spreading with well-developed actin stress fibers and multipolar extensions, indicating that the TC4 substrate supports healthy cell adhesion and morphology consistent with the control group."
ni_alloy_img13261,C,Electrochemistry,Capacity Retention Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img13261_C.jpg,Stability test of the RN30-LR electrode conducted at a constant current density of 0.4 A/cm² over a 100-hour duration.,"The stability test confirms the excellent single-cell durability of the RN30-LR electrode during continuous operation at 0.4 A/cm² for 100 hours. This remarkable performance is attributed to the stable and optimized Ni(OH)2/Ni ratio within the electrocatalyst, ensuring consistent electrochemical activity throughout the extended testing period."
ni_alloy_img34745,C,Spectroscopy,XANES Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img34745_C.jpg,"Ni K-edge XANES spectra of the catalysts, demonstrating the presence of primary metallic Ni.","Ni K-edge XANES spectra confirm that Ni exists primarily in a metallic state within both Ni II Fe III @NC and Ni II Fe II @NC catalysts. This observation is consistent with XPS data, suggesting that there is likely no significant electron transfer from the Ni to the encapsulating carbon shells."
ni_alloy_img38566,G,Compositional Map,EDS Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img38566_G.jpg,"BSE image and EDS analysis of wear debris on the Al2O3 ball surface after sliding against the T6R_1 disk, identifying the oxide-based nature of the adhered debris.","BSE imaging and EDS analysis of the Al2O3 ball surface after sliding against the T6R_1 disk demonstrate mild wear damage. The analysis confirms that the dark-brown wear debris adhered to the exit side of the scar is oxide-based, consistent with the observed surface morphology."
ni_alloy_img16211,A,Thermal Analysis,DSC Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img16211_A.jpg,Differential scanning calorimetry heating curve for the as-cast Nb6 alloy during thermal cycling.,"Differential scanning calorimetry heating curve for the as-cast Nb6 alloy during thermal cycling. This DSC chart, obtained during the thermal cycling of the alloy, demonstrates a stable transformation behavior. The heating profile provides critical data on the thermal response and phase transformation characteristics of the material under controlled experimental conditions."
ceramics_prod_img4870,A,Generic Plot,Scatter Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img4870_A.jpg,"Shear cell flowability index plotted against the Hausner Index for various powder materials, including TiAl, IN738, and H282.","This scatter plot evaluates powder flowability by comparing shear cell results with the Hausner Index. While TiAl and IN738 are classified as easy flowing, they exhibited irregular powder distribution during SLM 280 printing, suggesting that the Hausner Index alone may not fully predict processing performance for these specific materials."
ceramics_prod_img72862,B,Diffraction,SAED,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img72862_B.jpg,Selected area electron diffraction pattern obtained from the white marked circle in the martensitic matrix shown in panel (a).,"The SAED pattern corresponds to the diffraction spots of the martensitic matrix identified in the V2 sample. This diffraction analysis confirms the crystalline nature of the martensite phase observed in the TEM imaging, providing essential crystallographic information regarding the lath structure within the cladding substrate."
img741,single,Simulation,Monte Carlo Result,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img741_single.jpg,"BCC_A2 mixing energy of W-Ti alloys as a function of composition, comparing the CALPHAD assessment derived via MCMC with EMTO–CPA calculations and Jonsson’s previous assessment, including a 95% Bayesian credible interval.","This plot displays the BCC_A2 mixing energy for W-Ti alloys, highlighting the fit between the MCMC-based CALPHAD assessment and EMTO–CPA data. The inclusion of a 95% Bayesian credible interval provides an uncertainty estimate for the model, which shows a clear minimum that influences the common tangent construction between HCP_A3 and BCC_A2 phases."
composite_img42266,A,Diffraction,Inverse Pole Figure,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img42266_A.jpg,Inverse pole figure (IPF) map derived from EBSD analysis of LPBF-manufactured 15–5PH stainless steel.,"This inverse pole figure map provides a crystallographic orientation analysis of the LPBF-manufactured 15–5PH stainless steel sample. Obtained through EBSD characterization, the map serves as the foundational experimental data for subsequent microstructure reconstruction and numerical modeling, illustrating the grain structure and orientation distribution within the additively manufactured material."
composite_img38503,B,Generic Plot,Ashby Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img38503_B.jpg,Elongation at break percentages for MoldJet 316L and diverse manufacturing methods plotted against relative density to illustrate ductility variations.,"This plot displays the elongation at break versus relative density for dense 316L samples. By comparing MoldJet 316L with conventional, MIM, and various AM techniques, the chart illustrates the balance between ductility and densification, providing a comprehensive overview of mechanical performance across different processing routes for 316L stainless steel."
img1603,A,Electrochemistry,Polarization Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img1603_A.jpg,Normalized AESEC dissolution profiles and open circuit potential variations for Al-3at.%Cu during acid pickling and subsequent Zr-conversion coating processes.,"This panel displays normalized AESEC dissolution profiles and corresponding open circuit potential variations for Al-3at.%Cu. The data tracks electrochemical behavior during nitro-sulfuro-ferric acid pickling and subsequent Zr-conversion coating on both bare and benchtop acid-pickled surfaces, providing a comprehensive view of the surface treatment kinetics and potential evolution over time."
img6040,D,Microscopy,BF-TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img6040_D.jpg,"Bright-field TEM image of the longitudinal section of an in-situ TiB reinforcement, showing growth along the [010] axis.",Longitudinal section imaging of the in-situ TiB reinforcement demonstrates that the phase grows preferentially along the [010] axis. This structural orientation provides insight into the growth kinetics and morphology of the TiB reinforcements formed in-situ within the titanium matrix.
